LeafSize,StemThickness,BlossomSize,HealthStatus
2.227491724,1.785209534,2.101618141,Healthy
-1.70343857,2.776812232,-3.812029076,Healthy
0.684490501,0.305990859,-0.547079433,Healthy
2.530278976,1.374861966,-0.281999792,Diseased
-0.904487302,-1.809078461,0.292291506,Healthy
1.933513495,1.761963168,-1.970499097,Diseased
0.205950611,-0.4686733,-0.815957649,Diseased
0.042971464,-0.559010138,-2.323850295,Diseased
0.014300305,1.300034687,1.483321005,Healthy
1.140155127,1.121197953,1.736590259,Healthy
0.27465543,-2.422897453,-1.041113344,Diseased
-1.488590298,2.372586824,0.749882868,Healthy
1.412309708,1.666484832,2.202561236,Healthy
0.955557907,1.845591087,-1.925205962,Diseased
-2.124612346,2.198494599,-2.224290413,Healthy
1.036897502,-1.445994646,-2.656223541,Diseased
-0.013956934,-1.852216266,-0.462698917,Diseased
0.015777644,1.480314276,0.197128547,Healthy
-0.504762024,1.738593185,0.165036079,Healthy
-0.289523249,-0.322953734,-0.54038015,Healthy
2.141379257,2.979331056,-0.974997153,Diseased
1.648579675,-0.993459179,-0.93863923,Diseased
-1.934393224,0.230242718,-0.182659198,Healthy
-2.754021525,-0.834532139,0.999394283,Diseased
-0.809070179,-3.808765872,-1.33993781,Diseased
-1.952888938,2.561012423,-3.227475662,Healthy
2.725113668,2.303276023,1.365559096,Healthy
-3.717690703,-1.269403092,0.203521646,Diseased
-1.80896329,0.750923575,-2.572063886,Healthy
-4.105556008,2.133719857,1.080640409,Diseased
0.174095936,0.264647029,-1.954562085,Diseased
0.469746287,2.686244602,-2.552596082,Diseased
-0.00178802,0.414010361,-0.033645761,Diseased
3.278010727,2.916512198,-0.093697798,Diseased
0.086393942,-1.03104148,2.19884318,Diseased
2.798463055,2.562496163,-0.300293686,Diseased
3.610896231,1.67706986,0.327996523,Diseased
1.093400453,1.881812882,-0.521811874,Diseased
-2.941852355,0.776710126,-0.312860648,Diseased
-0.057884592,-1.315192071,-1.287887499,Diseased
-0.58431394,-0.355266834,-2.755199394,Diseased
-1.498235078,2.267000782,0.357562018,Healthy
-1.249365412,0.770363183,-0.769143566,Healthy
0.969247909,-0.241642811,-0.223894909,Diseased
1.680470494,0.469765968,1.440575197,Healthy
1.334531078,1.708562601,-0.77505161,Diseased
-1.614048236,1.398164043,-3.289563501,Healthy
2.398011509,0.489698491,-0.990085108,Diseased
3.683437382,3.253409476,3.610993673,Healthy
-0.249752224,-2.400380002,-2.442561823,Diseased
3.441864065,0.087323029,1.066776806,Diseased
-1.400013399,3.516174975,1.598769536,Diseased
-1.01449773,0.476732738,-0.248688386,Healthy
1.147846738,1.089469801,1.274930985,Healthy
-0.509571304,-0.46006071,0.199923137,Healthy
-1.020120997,-0.134360221,0.382342363,Diseased
0.824580867,1.238288742,0.352823228,Healthy
-1.59349006,-0.09579199,-1.739365526,Diseased
-0.034925291,0.830257453,-1.227459327,Diseased
0.252614112,0.88838218,0.95851834,Healthy
-0.949751557,1.133812647,-2.26037589,Diseased
-0.953485854,0.262108415,-0.437235472,Healthy
0.136427412,0.947117719,-2.032967473,Diseased
-0.189596228,1.497475104,-3.635879798,Diseased
1.603596458,1.412079546,-0.873570276,Diseased
0.633228784,-1.04484617,-1.919398178,Diseased
-1.450804465,2.018750639,2.436805428,Healthy
3.678045647,0.818116338,1.545577433,Diseased
-1.870406771,-0.240395485,-1.217582088,Healthy
-0.191269024,0.264432044,0.243168012,Healthy
1.006632096,-2.098049523,-4.396106398,Diseased
-2.079268741,3.898512759,1.475054204,Healthy
-3.034435516,0.466718844,-0.066760249,Diseased
2.191334653,1.003081776,1.90577947,Healthy
-0.48617604,-1.403791972,-1.307682066,Diseased
-0.326846209,1.413997106,-1.908667676,Diseased
0.191260816,-0.643071354,-0.50273789,Diseased
-2.835330797,-0.268145495,-0.540620625,Diseased
-0.257457785,2.145067203,1.122132908,Healthy
-0.881172254,-4.728035368,-1.664470427,Diseased
-0.712667539,-1.314330101,-0.785840877,Diseased
0.628588094,1.18069414,-1.58480537,Diseased
0.524047166,1.742212572,-1.833315268,Diseased
-1.323749131,-1.257938781,-1.109951858,Diseased
4.495732923,-1.40672716,-0.155390965,Healthy
0.970995388,0.54635514,0.201114862,Healthy
-1.815700356,-1.950229092,-2.040927479,Diseased
0.35488731,2.428174234,0.380917658,Healthy
-0.842835207,-2.029149878,-2.838842531,Diseased
-0.936244843,0.048689594,-0.664292057,Healthy
-2.333244254,-0.075170448,0.608158546,Diseased
-0.515973211,1.630231092,-0.650105948,Healthy
-0.860497153,-1.194818655,-1.650051308,Diseased
0.186253354,2.002617765,1.42355122,Healthy
1.594330779,1.551475485,1.444616333,Healthy
-0.75536537,2.660494327,1.98455761,Healthy
-0.058462304,0.196855051,-2.788553149,Diseased
-1.759644,-0.650728676,-0.206192719,Diseased
-3.036426704,1.553872615,1.35398658,Diseased
0.681147016,0.241680914,2.287342963,Healthy
-1.308339254,-1.451327176,-0.534705543,Diseased
-0.699516043,0.943871698,0.351192113,Healthy
4.407230763,-0.243108137,1.259736834,Healthy
-1.249460915,2.019497986,-0.082671597,Healthy
0.24781739,1.136392314,-1.825922039,Diseased
-0.428292954,-1.334573663,-1.946696832,Diseased
2.247547855,0.967771468,0.256892757,Diseased
0.248391025,1.329688116,0.157393857,Diseased
-2.81419773,3.660622521,1.14491518,Healthy
-0.171498844,-0.090325559,-1.460983596,Diseased
1.140409537,-0.221608363,-0.241953243,Healthy
0.561331973,-0.928400289,-1.170816337,Diseased
0.54383762,-0.547752251,-1.891034968,Diseased
-2.170799315,-0.021472491,-2.099279023,Healthy
-1.197608307,3.375669524,1.68980556,Healthy
-0.54782433,-2.333715008,-2.025350243,Diseased
-2.82060866,-1.354336686,-1.970811973,Diseased
-0.671597505,-0.25729062,-1.817965424,Diseased
-0.958604956,-1.337241346,-1.576715947,Diseased
-0.013548356,1.170352469,-2.441612071,Diseased
1.174162845,2.058544865,1.83072848,Healthy
-0.901817603,0.070857609,-1.250366276,Healthy
-1.216029421,-0.406891279,-1.015252726,Diseased
0.491840285,-0.443522563,-0.900423093,Diseased
0.045513294,3.562008559,-2.507961532,Healthy
-1.56104656,0.283780846,-1.547019736,Healthy
-1.281575838,-0.381408996,-0.943282421,Diseased
1.025845715,0.138195217,-1.337893284,Diseased
-0.970116618,1.678932868,-2.746834913,Diseased
2.273232873,0.513131628,1.899149771,Healthy
-1.528943804,3.047266207,1.61474707,Diseased
-1.485833924,1.048969737,-0.343886695,Diseased
-0.299774054,2.625651809,-1.221258201,Diseased
2.901345732,1.073546544,-0.554387916,Healthy
-1.314371091,2.058365884,-0.104833897,Diseased
1.052143493,-0.362251018,-0.090924517,Diseased
0.095599539,1.457862108,-2.384834005,Diseased
-3.086902464,3.33112615,-5.480965537,Healthy
-1.123820516,-1.806435545,0.56207297,Diseased
-0.456921316,0.033992002,-0.413281115,Healthy
-1.667929323,0.242237271,0.161883239,Diseased
1.368616923,-0.310976595,-0.160683196,Diseased
0.996367503,2.688530525,-3.2158127,Diseased
-2.789986397,0.707382912,-2.779687229,Healthy
-1.443007009,-2.353307403,-1.24513268,Diseased
3.465576709,0.229289309,1.919331701,Healthy
0.349816306,2.006897997,1.429894955,Healthy
-0.449695318,-0.268869094,0.454647776,Healthy
1.00841246,2.875372138,-0.95607321,Diseased
0.352385919,3.145720954,-2.052704015,Healthy
-0.162487237,2.001881393,1.708522516,Healthy
0.212322662,1.224500616,0.991461085,Healthy
1.918696166,1.85970532,-3.62606674,Diseased
0.026564008,-2.177396474,-1.932673938,Diseased
-2.006252123,-1.973723253,-1.400993469,Diseased
0.290142686,2.601930038,0.139653483,Healthy
-2.210702275,0.461090433,-1.237630804,Healthy
-2.422119573,0.222435003,-1.241147949,Diseased
1.533298275,0.959462335,0.189995901,Healthy
-0.992512275,-0.393934405,-0.240512588,Diseased
2.426649009,0.222492351,-0.015128659,Healthy
-2.641898247,2.999348349,-4.043444721,Healthy
-1.658457615,-0.230167454,-2.586167708,Healthy
1.130327281,2.218866753,1.22579482,Healthy
1.125720596,0.161802323,0.927093515,Healthy
-2.207657591,-2.19427679,-0.343631745,Diseased
1.329773688,-2.41612027,-3.422374485,Diseased
1.452064057,2.623837109,1.291361189,Healthy
1.935492183,0.326359404,-1.549137333,Diseased
-0.799001668,0.939157057,0.87516604,Healthy
0.397467318,1.546503242,0.599302451,Healthy
0.253422724,0.152074903,0.06697194,Diseased
-1.057424948,-1.34744191,-1.60485274,Diseased
0.517187513,0.651813525,0.652384609,Healthy
-2.207660884,-1.280078461,-1.039528554,Diseased
-1.872302696,1.790338924,-3.16919948,Healthy
0.096476191,1.702915761,0.307347881,Healthy
-1.234322752,-0.231900864,-2.314751831,Healthy
-1.753793231,1.308890347,-0.901474505,Healthy
1.112178531,-0.826351278,1.789611613,Diseased
0.856957945,0.632179418,0.786553874,Healthy
2.730761785,-0.201695508,1.748511948,Healthy
-1.347861251,1.371633906,-0.921510442,Healthy
-3.406475486,2.300205202,-3.77903447,Healthy
-0.616197948,0.665732904,-2.472281828,Diseased
2.620350933,1.239451577,0.592495963,Diseased
2.962211387,-3.235236353,-0.667222786,Healthy
-0.933910481,-1.506996456,-0.528210151,Diseased
1.3301401,0.042688985,1.052978409,Healthy
-0.163812781,-3.011061464,-1.561492297,Diseased
1.109729387,1.634954053,0.532644494,Healthy
1.917058935,2.441015907,-0.783001535,Healthy
-1.032717888,-0.161145607,-0.339712833,Diseased
-0.074813214,-4.26609318,-2.388495588,Diseased
-2.130631996,-0.065370093,0.244466229,Diseased
0.892475824,1.407073287,0.025901253,Diseased
-0.010282957,3.179947595,2.847541509,Healthy
-1.81784407,0.293880267,-0.906889718,Diseased
2.050168993,-0.733041305,-2.15997441,Diseased
1.584840701,1.640711532,1.65628696,Healthy
0.589541037,-2.517281559,-2.669572613,Diseased
-2.39238346,-0.506033909,-0.612804461,Diseased
-3.656056411,-1.073741728,0.230462535,Diseased
0.379452853,1.752571908,-1.356997652,Diseased
-0.839478285,1.022169449,-2.224121721,Diseased
-1.084582782,-0.517864784,-3.081558813,Diseased
-0.953029127,0.46099048,-0.239832515,Diseased
1.242161016,-0.591660981,1.092968872,Healthy
2.223274679,3.089140515,0.224958053,Healthy
1.294291413,-2.991817714,-3.979694166,Diseased
-0.464296546,3.108819147,0.794644818,Healthy
0.974824354,0.985372189,-2.35066751,Diseased
1.486087679,0.575306004,-3.232453554,Diseased
-1.254746318,-0.461633384,-1.031212946,Diseased
0.298672289,-0.849447851,-2.181816776,Diseased
2.341972806,0.834820288,-1.813709053,Diseased
-0.075966097,0.815341943,-1.177382987,Diseased
1.826547303,1.091118015,0.28195743,Diseased
-0.827451596,0.051175067,-0.362335093,Healthy
-0.823789169,0.978612635,-0.332229836,Healthy
-0.990220132,-1.043137005,-0.429730581,Diseased
-1.430221068,-1.658762611,-1.71066633,Diseased
0.165459265,1.560375987,0.018102357,Healthy
-0.554243915,-0.005113927,0.494492857,Diseased
0.449608357,0.829091798,0.351060793,Diseased
0.006374264,1.556508905,0.360739982,Healthy
-0.201255366,1.331319013,1.58262517,Healthy
1.353877537,1.387176051,0.103524311,Healthy
0.397831581,2.673124786,-1.913442871,Diseased
2.776973911,1.402246322,1.973416873,Healthy
-0.904083459,0.885868584,-1.807926185,Healthy
-0.518268166,1.142549716,-1.281773718,Healthy
0.384196392,2.381851542,1.463199083,Healthy
3.813090863,1.289033959,0.618624867,Diseased
0.615484491,1.632232636,-3.38475761,Diseased
0.426327403,-1.488984872,-1.198003304,Diseased
-0.888692293,0.250029579,-0.951182671,Healthy
-0.86924401,0.402464356,-0.885599701,Diseased
2.901991416,0.573496299,-0.007070396,Diseased
-1.857731236,1.917907331,-2.511573122,Healthy
1.188347722,1.351205705,0.425589023,Healthy
-0.00584752,1.719169044,-0.144630288,Healthy
1.594666158,2.07821473,-0.300808441,Diseased
0.551716845,-1.909050012,1.445534793,Diseased
-0.806478557,-1.970671244,-2.382353799,Diseased
3.424621996,-0.275783957,2.24372793,Healthy
3.266761837,0.132817567,-0.521499471,Diseased
0.992224515,1.656698632,0.982449313,Healthy
-2.898394062,-2.950262152,-0.252899456,Diseased
0.566021574,0.287391834,0.644908324,Healthy
2.906085892,1.225728798,1.953105748,Healthy
1.278345834,-1.359930883,-0.21117414,Healthy
2.9886004,1.296222964,1.832489166,Healthy
0.709409724,1.909454906,0.347467773,Diseased
1.602278228,-0.809698554,0.845749747,Diseased
0.88445214,0.775696995,0.34679169,Healthy
0.57383781,0.964280703,1.120463553,Healthy
-0.081147065,2.050278814,2.082257341,Healthy
-1.330192472,-0.306332218,-2.179747158,Diseased
2.336805214,2.759837745,1.889553217,Healthy
0.425329611,2.769095336,1.80313037,Healthy
1.046567699,-2.019799542,-3.392922503,Diseased
-2.992367644,-1.640003575,0.294852632,Diseased
2.324263746,1.299218854,0.787095245,Healthy
1.186293202,0.599082311,-0.338871382,Diseased
-0.771724055,1.836748844,0.263719503,Healthy
-0.817695006,1.256454905,-0.087536494,Healthy
0.369815572,2.072042487,0.624762276,Healthy
1.906097757,1.423624622,-2.774821395,Diseased
-1.89326253,-1.062466744,-1.323465288,Diseased
1.925174169,-1.45501181,0.383783768,Healthy
0.569125148,1.621919705,0.994081179,Diseased
0.233781196,0.070162916,1.799237428,Healthy
0.087770905,-1.826443235,-1.962003624,Diseased
2.82241211,0.272536933,2.050039321,Healthy
1.204624909,2.519936474,0.276153623,Healthy
-0.210013291,0.213629901,-1.881452642,Diseased
-1.043387007,3.234727816,-1.340572731,Healthy
1.693866509,-3.147210756,-2.426385753,Diseased
-1.850819896,0.74961401,-0.485728826,Diseased
0.139447478,1.105040698,-1.480311696,Healthy
-1.910528301,-0.70348464,0.029525967,Diseased
-1.976529736,-4.318141198,-1.636463107,Diseased
-1.241289075,2.660204052,0.602337351,Healthy
1.062032938,1.792906861,-1.937524181,Diseased
-2.568871751,-0.582740595,1.141809341,Diseased
0.346915422,1.292349193,1.06810404,Healthy
-0.119824687,2.705321499,-0.398347677,Healthy
0.289072012,0.650194536,-1.863382959,Diseased
0.14954977,3.377183528,1.41319541,Healthy
-0.590765825,1.336730915,-0.884670821,Diseased
1.282391618,2.358307115,-0.173330153,Diseased
0.409139577,1.699490616,0.396155224,Healthy
-0.493231297,0.816780316,-1.201602267,Healthy
-3.303403518,0.677648412,-0.757939053,Diseased
3.598765844,1.707252561,-0.922138118,Diseased
2.031939761,-0.109617549,0.588939431,Healthy
2.638064714,5.422446716,-0.339491514,Healthy
-0.318544715,-0.744645584,1.002860342,Healthy
1.191096576,0.712420356,-1.728693723,Diseased
-2.006371214,1.736661316,-2.921164855,Diseased
-0.395334881,1.423669103,-3.049931915,Diseased
0.857143328,-1.810770264,-3.401958071,Diseased
-1.74369221,1.0970745,-2.277010985,Healthy
0.325546329,-0.618496166,1.436161275,Healthy
-3.96756339,1.11825282,-4.688618195,Healthy
1.006213839,0.441569833,1.249928678,Healthy
-3.156609496,0.790583935,1.023595012,Diseased
0.889695742,3.589346859,-2.707825391,Diseased
0.576590358,-0.820315395,-0.981836399,Diseased
2.406581571,3.875371123,-1.834246354,Diseased
-0.586646212,4.13819175,-1.157666627,Diseased
2.41556324,-0.143037183,1.214720289,Healthy
1.058533942,-0.066698533,0.57793222,Diseased
1.748362575,-1.036044993,-3.187449055,Diseased
1.218666701,-0.559023956,1.520042495,Healthy
1.445999646,-2.830731027,-2.635113301,Diseased
2.577698814,1.242125263,1.457661273,Healthy
-0.451740597,-4.146906243,-2.748138652,Diseased
-1.005647528,-1.187334274,-1.121705491,Diseased
-2.859707735,0.022987346,-0.390253403,Diseased
2.127665308,1.441232138,0.30099939,Diseased
-1.666889088,-2.121913578,-1.312978015,Diseased
0.143753593,-0.158869856,-0.741168482,Healthy
-1.77622691,1.959967941,-2.807738849,Diseased
1.92138243,0.604485536,-0.50999624,Diseased
3.013749823,-0.13405751,-0.679311769,Diseased
-0.952495965,1.4530635,0.91127609,Healthy
0.402502607,0.61922375,-0.531512675,Diseased
-0.658355367,1.429738918,0.042780993,Healthy
-2.424255318,0.608585825,-1.874785866,Healthy
-1.373491268,-1.312031825,-1.432863305,Diseased
1.843303017,1.681060349,-0.833620775,Healthy
-2.863457472,3.784789164,-5.343103697,Healthy
-0.178047599,4.309640724,2.423991855,Healthy
-2.359111528,-1.553404967,0.683691405,Diseased
1.401886133,0.567891659,-1.293006173,Diseased
1.352044913,0.868132491,0.501722752,Healthy
-1.374757912,1.028830063,0.927302584,Healthy
0.911862816,1.675485583,-1.545324718,Diseased
-1.716435503,-0.385507835,-0.926285722,Diseased
0.139609275,1.874543697,-1.371853103,Diseased
2.989400062,0.199598394,1.163032859,Healthy
-0.182387372,-0.102154892,-1.125465805,Healthy
-1.09603907,1.994642836,-2.067979547,Healthy
1.851159817,3.094676947,-0.794905464,Diseased
-2.427858503,-2.342409797,-0.602479363,Diseased
-3.505610167,-0.117465074,-1.040165862,Healthy
-0.742364899,-0.950395255,-0.241750205,Diseased
2.225058523,-0.020131654,2.024486536,Diseased
-1.257743572,-1.483653724,-0.954617609,Diseased
-0.930769707,-0.192455722,-1.732160844,Diseased
2.352788494,0.436596212,1.5381239,Healthy
-1.151379306,-1.141819383,-1.810644421,Diseased
-2.643612235,4.343752884,0.859467942,Healthy
1.151072949,-4.164395853,-3.467583818,Diseased
-1.694026826,0.828253525,-0.5881323,Diseased
1.782354721,2.43131748,-1.627001508,Diseased
-0.876443406,0.497374508,-1.158535203,Diseased
-1.551144371,-1.92996262,-0.970439332,Diseased
-0.424298818,1.283315554,0.736151665,Healthy
0.568898973,1.162724119,-1.633924769,Healthy
-0.990721286,0.422877271,0.090532944,Diseased
-0.054605553,0.702711252,1.471523197,Healthy
-1.238222922,0.301966272,-1.245735564,Healthy
-1.475212494,-0.481649599,-1.321951155,Diseased
1.818137752,-1.22149176,-1.914207738,Diseased
1.30607802,1.429296471,-0.643297852,Diseased
0.650578012,-2.37480939,-2.4334459,Diseased
0.758769655,0.483425644,-0.180866044,Diseased
0.431066296,-1.29703727,2.76196068,Diseased
-2.069984235,-1.834252971,0.154816902,Diseased
0.637957687,2.843062054,1.811316885,Healthy
0.576325759,0.228925735,-0.843745543,Healthy
-1.749679059,-1.618315812,-0.766847192,Diseased
-1.530617505,2.081114596,1.595617036,Healthy
-1.193576007,-1.016700986,-1.653833967,Diseased
1.71375584,1.065564474,1.57764056,Diseased
-2.938628577,-1.169428051,-0.19033751,Diseased
-2.374544361,-1.364410888,-2.43243129,Diseased
-1.308485239,2.078625081,-1.255372718,Healthy
-1.929995147,-0.589155332,-1.903541991,Diseased
0.544327083,1.851500453,0.885710745,Healthy
1.904288543,0.666652209,1.776820513,Healthy
0.41477667,0.613128723,1.459880839,Healthy
-0.583454411,-0.461972852,0.044139711,Healthy
-2.080451165,-1.099388562,0.610007443,Healthy
1.267228147,-0.231120322,0.587743571,Healthy
-0.671625811,1.434889301,0.913346675,Healthy
0.485525517,2.853538299,-1.305539931,Diseased
0.534180104,0.779315339,-0.144287855,Healthy
0.107672195,2.541794386,-1.832250863,Healthy
-0.28674368,-0.793115793,-1.063794187,Diseased
1.461613476,1.466268004,1.237897514,Healthy
0.540476986,-0.063081181,-0.59965742,Healthy
-1.099687998,-1.26163082,-1.071300297,Diseased
0.40200244,0.044958523,0.755937932,Healthy
1.116195143,1.572331258,0.637871684,Healthy
0.777874699,2.190770063,0.09200738,Diseased
1.633226304,0.156200419,1.432319562,Healthy
0.243952124,0.382660095,1.287516767,Healthy
-1.878335539,0.537274717,-1.832132891,Healthy
-0.209102005,-0.265069286,1.474404412,Healthy
2.018927411,0.798670786,0.993947804,Healthy
-2.100005478,2.889668893,-3.589209192,Diseased
1.661035082,1.579391445,1.010123375,Healthy
1.054727234,1.946487997,-0.573484884,Diseased
-1.879951226,-0.024667986,0.329707328,Diseased
-0.546647947,0.77198831,1.393757132,Healthy
-3.529563833,-1.710024844,-0.211791046,Diseased
1.327526376,-0.217322077,-2.337848471,Diseased
-0.563499105,-1.017201575,-1.647687694,Diseased
1.035616948,1.154025809,-3.105850589,Healthy
-1.86910481,-0.529450888,-2.207542382,Healthy
-0.512464128,0.731374206,-0.293831613,Healthy
-0.420141572,-1.855479487,-2.095659572,Diseased
1.208654386,-0.717916792,0.254233463,Healthy
0.946216234,3.85527832,1.867472773,Healthy
-0.733545629,0.483005947,-0.538425224,Healthy
2.627891217,-0.023148229,1.111918382,Diseased
3.018065381,1.756231617,-0.639798525,Diseased
-2.360263636,2.11468627,-4.532058357,Healthy
2.535004296,-1.239980019,0.311166728,Healthy
-0.745151059,-1.015205743,-1.473246304,Diseased
1.166111802,-0.169148077,-0.203844244,Healthy
-1.19439659,-3.078787117,-1.644826087,Diseased
-0.790258473,2.148917726,1.583322509,Healthy
-0.869821687,1.367569997,-0.306289694,Healthy
1.31488288,2.243690123,1.225548275,Healthy
-1.035258479,1.346473492,-1.845205392,Healthy
-3.201534395,0.728388381,-0.021736659,Diseased
1.94717768,-0.072052799,0.817426799,Diseased
1.855567218,2.306388103,1.702938661,Healthy
0.396978802,0.862457824,2.228130619,Healthy
0.952121055,0.803212626,-1.836869664,Diseased
3.045510996,-0.703947835,2.872967978,Diseased
0.810177769,-0.513733922,-0.511807834,Healthy
-0.286272787,2.098614613,1.150815888,Healthy
-2.311023571,4.196300831,1.462494114,Diseased
-3.914029069,-1.637811567,-0.660598601,Diseased
1.580032259,0.55066287,-1.479492369,Diseased
-0.10637477,0.512357321,-2.193212637,Diseased
-1.709752233,2.744043144,-0.31177485,Healthy
-0.65803776,0.808445988,-1.772966487,Healthy
0.049397162,0.871036275,-0.399560133,Diseased
-0.799292291,2.10381687,1.638237969,Healthy
-1.752914628,1.297555762,-1.545817327,Healthy
-1.484018844,0.636085307,-0.451377778,Healthy
1.601884611,1.040259658,1.428754693,Healthy
4.894938679,-2.021982189,0.792887506,Healthy
-0.626918012,2.819005471,0.360967703,Healthy
-0.189314347,0.496033116,-0.023561361,Healthy
0.320133217,-3.298761717,-2.7215546,Diseased
-2.419765006,-0.100312823,-3.567260392,Diseased
-1.402022737,1.916727106,-1.526288533,Healthy
3.194045093,-0.367078876,0.872839086,Healthy
-3.373542161,-0.347964473,1.119888037,Diseased
2.815279785,2.041595581,-0.903752799,Diseased
-0.044449938,1.747492249,-2.355564284,Diseased
0.082507027,0.119730065,-1.996755611,Diseased
-1.622877624,-1.087330185,-0.937975572,Healthy
-2.961259512,1.349760554,0.88368474,Diseased
1.774428794,0.294428671,0.328519046,Healthy
-0.474755433,1.610431319,0.340524666,Healthy
2.970669894,0.26773207,1.412820478,Healthy
0.419352658,0.714962182,-1.755031523,Diseased
2.803314187,1.360569637,-1.768339019,Diseased
-1.438440722,-0.219993207,0.746876268,Healthy
3.202190196,1.909203708,0.015438695,Diseased
